sdd_hhid,sdd_rural,t0_region,t0_district,hh_c14,hh_c15
0003-001-001,RURAL,DODOMA,KONDOA,BY BIKE,45.0
0004-001-001,RURAL,PWANI,MKURANGA,ON FOOT,30.0
0005-001-001,RURAL,DODOMA,KONDOA,BY BIKE,60.0
0005-001-001,RURAL,DODOMA,KONDOA,ON FOOT,7.0
0005-001-001,RURAL,DODOMA,KONDOA,ON FOOT,7.0
0007-001-001,RURAL,DODOMA,KONDOA,ON FOOT,75.0
0007-001-001,RURAL,DODOMA,KONDOA,ON FOOT,75.0
0009-001-001,RURAL,DODOMA,KONDOA,ON FOOT,30.0
0012-001-001,RURAL,DODOMA,MPWAPWA,ON FOOT,60.0
0012-001-001,RURAL,DODOMA,MPWAPWA,ON FOOT,60.0
0012-001-001,RURAL,DODOMA,MPWAPWA,ON FOOT,60.0
0015-001-001,RURAL,DODOMA,MPWAPWA,ON FOOT,15.0
0015-001-001,RURAL,DODOMA,MPWAPWA,ON FOOT,15.0
0017-001-001,RURAL,MOROGORO,KILOSA,ON FOOT,20.0
0017-002-001,URBAN,MOROGORO,KILOSA,ON FOOT,20.0
0018-001-001,RURAL,DODOMA,MPWAPWA,ON FOOT,15.0
0018-001-001,RURAL,DODOMA,MPWAPWA,ON FOOT,15.0
0020-001-001,RURAL,DODOMA,MPWAPWA,ON FOOT,60.0
0020-001-001,RURAL,DODOMA,MPWAPWA,ON FOOT,60.0
0020-001-001,RURAL,DODOMA,MPWAPWA,ON FOOT,60.0
0021-001-002,URBAN,ARUSHA,ARUSHA URBAN,ON FOOT,20.0
0023-001-001,RURAL,ARUSHA,ARUSHA URBAN,BY PUBLIC VEHICLE/MINIBUS,40.0
0024-001-001,URBAN,ARUSHA,ARUSHA URBAN,BY PUBLIC VEHICLE/MINIBUS,15.0
0028-001-001,URBAN,ARUSHA,ARUSHA URBAN,BY PUBLIC VEHICLE/MINIBUS,30.0
0028-001-001,URBAN,ARUSHA,ARUSHA URBAN,ON FOOT,20.0
0029-001-001,URBAN,ARUSHA,ARUSHA URBAN,ON FOOT,20.0
0029-001-001,URBAN,ARUSHA,ARUSHA URBAN,ON FOOT,20.0
0031-001-001,URBAN,ARUSHA,ARUSHA URBAN,ON FOOT,30.0
0031-001-001,URBAN,ARUSHA,ARUSHA URBAN,ON FOOT,10.0
0031-001-001,URBAN,ARUSHA,ARUSHA URBAN,ON FOOT,10.0
0031-001-001,URBAN,ARUSHA,ARUSHA URBAN,ON FOOT,10.0
0034-001-001,URBAN,DAR ES SALAAM,KINONDONI,ON FOOT,5.0
0034-001-001,URBAN,DAR ES SALAAM,KINONDONI,ON FOOT,5.0
0034-001-001,URBAN,DAR ES SALAAM,KINONDONI,ON FOOT,5.0
0040-001-001,URBAN,ARUSHA,KARATU,ON FOOT,40.0
0043-001-001,RURAL,ARUSHA,KARATU,ON FOOT,30.0
0043-001-001,RURAL,ARUSHA,KARATU,ON FOOT,30.0
0044-001-001,URBAN,ARUSHA,KARATU,ON FOOT,60.0
0045-001-001,RURAL,ARUSHA,MONDULI,ON FOOT,30.0
0045-001-001,RURAL,ARUSHA,MONDULI,ON FOOT,15.0
0046-001-001,RURAL,ARUSHA,KARATU,ON FOOT,1.0
0046-001-001,RURAL,ARUSHA,KARATU,ON FOOT,10.0
0046-001-001,RURAL,ARUSHA,KARATU,ON FOOT,10.0
0046-001-001,RURAL,ARUSHA,KARATU,ON FOOT,10.0
0046-001-001,RURAL,ARUSHA,KARATU,ON FOOT,10.0
0046-001-001,RURAL,ARUSHA,KARATU,ON FOOT,10.0
0047-001-001,URBAN,ARUSHA,KARATU,ON FOOT,30.0
0047-001-001,URBAN,ARUSHA,KARATU,ON FOOT,15.0
0047-001-001,URBAN,ARUSHA,KARATU,ON FOOT,15.0
0048-001-001,RURAL,KILIMANJARO,ROMBO,ON FOOT,30.0
0049-001-001,RURAL,KILIMANJARO,ROMBO,ON FOOT,5.0
0050-001-001,RURAL,KILIMANJARO,ROMBO,ON FOOT,15.0
0050-001-001,RURAL,KILIMANJARO,ROMBO,ON FOOT,15.0
0050-001-001,RURAL,KILIMANJARO,ROMBO,ON FOOT,15.0
0051-001-001,RURAL,KILIMANJARO,ROMBO,ON FOOT,45.0
0055-003-001,RURAL,KILIMANJARO,ROMBO,ON FOOT,15.0
0056-001-001,RURAL,KILIMANJARO,ROMBO,ON FOOT,15.0
0056-001-001,RURAL,KILIMANJARO,ROMBO,ON FOOT,15.0
0058-001-001,RURAL,KILIMANJARO,ROMBO,ON FOOT,10.0
0058-001-001,RURAL,KILIMANJARO,ROMBO,ON FOOT,10.0
0059-001-001,RURAL,KILIMANJARO,MWANGA,ON FOOT,10.0
0059-001-001,RURAL,KILIMANJARO,MWANGA,ON FOOT,12.0
0060-001-001,RURAL,KILIMANJARO,MWANGA,ON FOOT,60.0
0060-001-001,RURAL,KILIMANJARO,MWANGA,ON FOOT,30.0
0062-001-001,RURAL,KILIMANJARO,MWANGA,ON FOOT,15.0
0062-001-001,RURAL,KILIMANJARO,MWANGA,ON FOOT,15.0
0062-001-001,RURAL,KILIMANJARO,MWANGA,ON FOOT,15.0
0066-003-001,RURAL,MWANZA,MAGU,ON FOOT,20.0
0066-003-001,RURAL,MWANZA,MAGU,ON FOOT,20.0
0066-003-001,RURAL,MWANZA,MAGU,ON FOOT,20.0
0066-003-001,RURAL,MWANZA,MAGU,ON FOOT,20.0
0069-002-001,RURAL,TANGA,LUSHOTO,ON FOOT,10.0
0072-001-001,URBAN,TANGA,LUSHOTO,ON FOOT,60.0
0072-001-001,URBAN,TANGA,LUSHOTO,ON FOOT,60.0
0072-003-001,URBAN,TANGA,MUHEZA,ON FOOT,45.0
0073-001-001,RURAL,TANGA,LUSHOTO,ON FOOT,8.0
0073-001-001,RURAL,TANGA,LUSHOTO,ON FOOT,8.0
0073-001-001,RURAL,TANGA,LUSHOTO,ON FOOT,8.0
0074-001-001,RURAL,TANGA,LUSHOTO,ON FOOT,120.0
0074-001-001,RURAL,TANGA,LUSHOTO,ON FOOT,10.0
0074-001-001,RURAL,TANGA,LUSHOTO,ON FOOT,10.0
0074-001-001,RURAL,TANGA,LUSHOTO,ON FOOT,10.0
0077-003-001,RURAL,TANGA,KOROGWE RURAL,BY PUBLIC VEHICLE/MINIBUS,30.0
0077-003-001,RURAL,TANGA,KOROGWE RURAL,BY PUBLIC VEHICLE/MINIBUS,30.0
0077-003-001,RURAL,TANGA,KOROGWE RURAL,ON FOOT,45.0
0078-001-001,RURAL,TANGA,LUSHOTO,ON FOOT,5.0
0078-001-001,RURAL,TANGA,LUSHOTO,ON FOOT,5.0
0079-001-001,RURAL,TANGA,LUSHOTO,ON FOOT,45.0
0080-001-001,RURAL,TANGA,LUSHOTO,ON FOOT,30.0
0080-001-001,RURAL,TANGA,LUSHOTO,ON FOOT,30.0
0080-001-001,RURAL,TANGA,LUSHOTO,ON FOOT,30.0
0080-001-001,RURAL,TANGA,LUSHOTO,ON FOOT,30.0
0081-001-001,RURAL,TANGA,LUSHOTO,ON FOOT,15.0
0081-001-001,RURAL,TANGA,LUSHOTO,ON FOOT,60.0
0081-004-001,RURAL,TANGA,MUHEZA,ON FOOT,20.0
0082-001-001,RURAL,TANGA,MUHEZA,ON FOOT,2.0
0082-001-001,RURAL,TANGA,MUHEZA,ON FOOT,2.0
0082-003-001,URBAN,TANGA,MUHEZA,ON FOOT,60.0
0082-003-001,URBAN,TANGA,MUHEZA,ON FOOT,90.0
0082-004-001,URBAN,MOROGORO,MOROGORO URBAN,ON FOOT,10.0
0082-004-001,URBAN,MOROGORO,MOROGORO URBAN,ON FOOT,10.0
0084-001-001,RURAL,TANGA,MUHEZA,ON FOOT,30.0
0086-001-001,URBAN,DAR ES SALAAM,TEMEKE,ON FOOT,30.0
0086-001-001,URBAN,DAR ES SALAAM,TEMEKE,ON FOOT,45.0
0087-001-002,RURAL,TANGA,MUHEZA,ON FOOT,15.0
0087-001-002,RURAL,TANGA,MUHEZA,ON FOOT,120.0
0088-001-001,RURAL,TANGA,MUHEZA,ON FOOT,15.0
0088-001-001,RURAL,TANGA,MUHEZA,ON FOOT,45.0
0089-001-001,RURAL,TANGA,MUHEZA,ON FOOT,90.0
0089-001-001,RURAL,TANGA,MUHEZA,ON FOOT,60.0
0089-001-001,RURAL,TANGA,MUHEZA,ON FOOT,60.0
0089-001-001,RURAL,TANGA,MUHEZA,ON FOOT,60.0
0089-002-001,RURAL,TANGA,MUHEZA,OTHER (SPECIFY),10.0
0092-001-001,URBAN,TANGA,MUHEZA,ON FOOT,15.0
0093-001-001,URBAN,DAR ES SALAAM,KINONDONI,ON FOOT,15.0
0096-001-001,URBAN,TANGA,HANDENI,ON FOOT,30.0
0096-001-001,URBAN,TANGA,HANDENI,ON FOOT,60.0
0099-001-001,RURAL,TANGA,HANDENI,ON FOOT,15.0
0099-001-001,RURAL,TANGA,HANDENI,ON FOOT,15.0
0099-001-001,RURAL,TANGA,HANDENI,ON FOOT,15.0
0099-008-001,RURAL,TANGA,TANGA URBAN,ON FOOT,30.0
0099-008-001,RURAL,TANGA,TANGA URBAN,ON FOOT,30.0
0100-001-001,RURAL,TANGA,HANDENI,ON FOOT,15.0
0100-001-001,RURAL,TANGA,HANDENI,ON FOOT,15.0
0101-001-001,RURAL,TANGA,HANDENI,ON FOOT,30.0
0101-001-001,RURAL,TANGA,HANDENI,ON FOOT,30.0
0101-002-001,URBAN,TANGA,HANDENI,ON FOOT,30.0
0101-002-001,URBAN,TANGA,HANDENI,ON FOOT,30.0
0101-003-001,URBAN,TANGA,HANDENI,ON FOOT,15.0
0102-001-001,URBAN,TANGA,HANDENI,ON FOOT,25.0
0102-001-001,URBAN,TANGA,HANDENI,ON FOOT,15.0
0102-001-001,URBAN,TANGA,HANDENI,ON FOOT,15.0
0103-001-001,RURAL,TANGA,HANDENI,ON FOOT,35.0
0104-001-001,URBAN,TANGA,HANDENI,ON FOOT,20.0
0105-005-001,RURAL,TANGA,HANDENI,ON FOOT,60.0
0105-005-001,RURAL,TANGA,HANDENI,ON FOOT,60.0
0106-001-003,URBAN,TANGA,HANDENI,ON FOOT,90.0
0106-001-003,URBAN,TANGA,HANDENI,ON FOOT,60.0
0106-001-003,URBAN,TANGA,HANDENI,ON FOOT,5.0
0109-001-001,RURAL,MOROGORO,KILOMBERO,ON FOOT,2.0
0110-001-001,URBAN,MOROGORO,KILOMBERO,ON FOOT,10.0
0111-001-001,RURAL,MOROGORO,KILOMBERO,ON FOOT,45.0
0113-001-001,RURAL,MOROGORO,KILOMBERO,ON FOOT,15.0
0113-001-001,RURAL,MOROGORO,KILOMBERO,ON FOOT,15.0
0113-001-001,RURAL,MOROGORO,KILOMBERO,ON FOOT,15.0
0113-002-001,RURAL,MOROGORO,KILOMBERO,ON FOOT,30.0
0113-002-001,RURAL,MOROGORO,KILOMBERO,ON FOOT,30.0
0115-001-001,RURAL,MOROGORO,KILOMBERO,ON FOOT,30.0
0118-001-001,RURAL,MOROGORO,KILOMBERO,ON FOOT,30.0
0119-001-001,RURAL,MOROGORO,KILOMBERO,ON FOOT,90.0
0119-001-001,RURAL,MOROGORO,KILOMBERO,ON FOOT,60.0
0119-001-001,RURAL,MOROGORO,KILOMBERO,ON FOOT,45.0
0121-002-001,RURAL,MOROGORO,KILOMBERO,ON FOOT,10.0
0121-002-001,RURAL,MOROGORO,KILOMBERO,ON FOOT,10.0
0121-002-001,RURAL,MOROGORO,KILOMBERO,ON FOOT,10.0
0124-001-001,URBAN,MOROGORO,MOROGORO URBAN,ON FOOT,20.0
0127-001-001,URBAN,MOROGORO,MOROGORO URBAN,ON FOOT,10.0
0127-001-001,URBAN,MOROGORO,MOROGORO URBAN,ON FOOT,10.0
0127-001-001,URBAN,MOROGORO,MOROGORO URBAN,ON FOOT,30.0
0127-001-001,URBAN,MOROGORO,MOROGORO URBAN,ON FOOT,10.0
0127-001-001,URBAN,MOROGORO,MOROGORO URBAN,ON FOOT,10.0
0128-001-001,URBAN,MOROGORO,MOROGORO URBAN,ON FOOT,5.0
0129-001-001,URBAN,MOROGORO,MOROGORO URBAN,OTHER (SPECIFY),60.0
0129-001-001,URBAN,MOROGORO,MOROGORO URBAN,ON FOOT,20.0
0134-001-001,RURAL,MOROGORO,MVOMERO,ON FOOT,30.0
0134-006-001,URBAN,DAR ES SALAAM,TEMEKE,ON FOOT,30.0
0137-003-001,RURAL,MOROGORO,KILOMBERO,ON FOOT,15.0
0137-003-001,RURAL,MOROGORO,KILOMBERO,ON FOOT,10.0
0137-003-001,RURAL,MOROGORO,KILOMBERO,ON FOOT,1.0
0137-003-001,RURAL,MOROGORO,KILOMBERO,ON FOOT,1.0
0144-001-001,URBAN,PWANI,BAGAMOYO,ON FOOT,45.0
0144-001-001,URBAN,PWANI,BAGAMOYO,ON FOOT,45.0
0144-001-001,URBAN,PWANI,BAGAMOYO,BY BIKE,45.0
0145-002-001,RURAL,PWANI,BAGAMOYO,ON FOOT,10.0
0146-001-001,URBAN,PWANI,BAGAMOYO,BY BIKE,7.0
0146-001-001,URBAN,PWANI,BAGAMOYO,BY PUBLIC VEHICLE/MINIBUS,5.0
0146-001-001,URBAN,PWANI,BAGAMOYO,ON FOOT,2.0
0147-001-001,URBAN,PWANI,BAGAMOYO,ON FOOT,5.0
0149-001-002,URBAN,PWANI,BAGAMOYO,ON FOOT,5.0
0149-001-002,URBAN,PWANI,BAGAMOYO,ON FOOT,6.0
0149-001-002,URBAN,PWANI,BAGAMOYO,ON FOOT,5.0
0149-001-002,URBAN,PWANI,BAGAMOYO,BY PUBLIC VEHICLE/MINIBUS,10.0
0151-001-001,URBAN,PWANI,BAGAMOYO,ON FOOT,20.0
0153-001-001,URBAN,PWANI,BAGAMOYO,ON FOOT,15.0
0153-001-001,URBAN,PWANI,BAGAMOYO,ON FOOT,15.0
0153-001-001,URBAN,PWANI,BAGAMOYO,ON FOOT,15.0
0153-001-001,URBAN,PWANI,BAGAMOYO,ON FOOT,15.0
0154-001-001,RURAL,PWANI,BAGAMOYO,BY PUBLIC VEHICLE/MINIBUS,30.0
0154-001-001,RURAL,PWANI,BAGAMOYO,BY PUBLIC VEHICLE/MINIBUS,30.0
0155-001-001,URBAN,PWANI,BAGAMOYO,ON FOOT,45.0
0155-001-001,URBAN,PWANI,BAGAMOYO,ON FOOT,5.0
0157-001-001,URBAN,PWANI,BAGAMOYO,ON FOOT,20.0
0159-001-002,URBAN,RUVUMA,SONGEA URBAN,ON FOOT,5.0
0160-002-001,URBAN,PWANI,BAGAMOYO,ON FOOT,30.0
0160-002-001,URBAN,PWANI,BAGAMOYO,ON FOOT,30.0
0162-001-001,URBAN,PWANI,BAGAMOYO,ON FOOT,15.0
0166-001-001,URBAN,PWANI,BAGAMOYO,ON FOOT,5.0
0166-001-001,URBAN,PWANI,BAGAMOYO,ON FOOT,5.0
0168-002-001,URBAN,DAR ES SALAAM,KINONDONI,ON FOOT,45.0
0173-001-001,URBAN,DAR ES SALAAM,KINONDONI,BY PUBLIC VEHICLE/MINIBUS,60.0
0173-001-001,URBAN,DAR ES SALAAM,KINONDONI,BY PUBLIC VEHICLE/MINIBUS,30.0
0173-001-001,URBAN,DAR ES SALAAM,KINONDONI,ON FOOT,5.0
0175-003-001,URBAN,DAR ES SALAAM,KINONDONI,ON FOOT,15.0
0175-003-001,URBAN,DAR ES SALAAM,KINONDONI,ON FOOT,25.0
0175-008-003,URBAN,DAR ES SALAAM,KINONDONI,ON FOOT,30.0
0175-008-003,URBAN,DAR ES SALAAM,KINONDONI,ON FOOT,30.0
0175-008-003,URBAN,DAR ES SALAAM,KINONDONI,ON FOOT,60.0
0177-001-001,URBAN,DAR ES SALAAM,KINONDONI,BY PUBLIC VEHICLE/MINIBUS,45.0
0177-001-001,URBAN,DAR ES SALAAM,KINONDONI,BY PUBLIC VEHICLE/MINIBUS,15.0
0177-001-001,URBAN,DAR ES SALAAM,KINONDONI,ON FOOT,15.0
0181-001-001,RURAL,TANGA,TANGA URBAN,ON FOOT,5.0
0181-001-001,RURAL,TANGA,TANGA URBAN,ON FOOT,5.0
0183-002-001,URBAN,MOROGORO,KILOSA,ON FOOT,15.0
0183-002-001,URBAN,MOROGORO,KILOSA,ON FOOT,15.0
0184-001-001,URBAN,DAR ES SALAAM,KINONDONI,ON FOOT,20.0
0184-001-001,URBAN,DAR ES SALAAM,KINONDONI,ON FOOT,20.0
0185-001-002,URBAN,DAR ES SALAAM,KINONDONI,BY PRIVATE CAR/VEHICLE,30.0
0186-001-001,URBAN,DAR ES SALAAM,KINONDONI,ON FOOT,30.0
0187-001-001,URBAN,DAR ES SALAAM,KINONDONI,ON FOOT,10.0
0188-001-001,RURAL,DAR ES SALAAM,KINONDONI,ON FOOT,20.0
0189-001-001,URBAN,DAR ES SALAAM,KINONDONI,ON FOOT,30.0
0189-001-001,URBAN,DAR ES SALAAM,KINONDONI,ON FOOT,45.0
0191-001-001,URBAN,DAR ES SALAAM,KINONDONI,ON FOOT,30.0
0191-001-001,URBAN,DAR ES SALAAM,KINONDONI,BY PUBLIC VEHICLE/MINIBUS,30.0
0192-001-002,URBAN,DAR ES SALAAM,KINONDONI,ON FOOT,5.0
0193-001-001,URBAN,DAR ES SALAAM,KINONDONI,BY PUBLIC VEHICLE/MINIBUS,90.0
0194-001-001,URBAN,DAR ES SALAAM,KINONDONI,BY PUBLIC VEHICLE/MINIBUS,30.0
0194-001-001,URBAN,DAR ES SALAAM,KINONDONI,ON FOOT,60.0
0194-007-002,URBAN,DAR ES SALAAM,TEMEKE,ON FOOT,2.0
0195-001-001,URBAN,DAR ES SALAAM,KINONDONI,OTHER (SPECIFY),10.0
0195-006-001,URBAN,DAR ES SALAAM,ILALA,ON FOOT,5.0
0197-001-001,RURAL,DAR ES SALAAM,KINONDONI,ON FOOT,15.0
0198-001-001,URBAN,DAR ES SALAAM,ILALA,ON FOOT,25.0
0198-001-001,URBAN,DAR ES SALAAM,ILALA,ON FOOT,25.0
0198-001-001,URBAN,DAR ES SALAAM,ILALA,ON FOOT,25.0
0199-001-002,URBAN,DAR ES SALAAM,KINONDONI,ON FOOT,30.0
0199-001-002,URBAN,DAR ES SALAAM,KINONDONI,ON FOOT,30.0
0199-001-002,URBAN,DAR ES SALAAM,KINONDONI,ON FOOT,30.0
0199-001-002,URBAN,DAR ES SALAAM,KINONDONI,ON FOOT,30.0
0204-001-001,URBAN,DAR ES SALAAM,KINONDONI,BY PUBLIC VEHICLE/MINIBUS,120.0
0204-001-001,URBAN,DAR ES SALAAM,KINONDONI,ON FOOT,15.0
0204-001-001,URBAN,DAR ES SALAAM,KINONDONI,ON FOOT,5.0
0204-001-001,URBAN,DAR ES SALAAM,KINONDONI,ON FOOT,5.0
0205-001-001,URBAN,DAR ES SALAAM,KINONDONI,ON FOOT,15.0
0210-002-002,URBAN,LINDI,LINDI URBAN,ON FOOT,20.0
0211-001-001,URBAN,DAR ES SALAAM,KINONDONI,ON FOOT,15.0
0211-001-001,URBAN,DAR ES SALAAM,KINONDONI,ON FOOT,15.0
0211-001-001,URBAN,DAR ES SALAAM,KINONDONI,BY PUBLIC VEHICLE/MINIBUS,30.0
0212-001-001,URBAN,DAR ES SALAAM,KINONDONI,ON FOOT,20.0
0214-001-001,URBAN,KAGERA,BUKOBA URBAN,BY PRIVATE CAR/VEHICLE,45.0
0214-001-001,URBAN,KAGERA,BUKOBA URBAN,BY PRIVATE CAR/VEHICLE,45.0
0215-001-001,RURAL,DAR ES SALAAM,KINONDONI,ON FOOT,30.0
0216-001-001,URBAN,DAR ES SALAAM,KINONDONI,BY PUBLIC VEHICLE/MINIBUS,60.0
0216-001-001,URBAN,DAR ES SALAAM,KINONDONI,ON FOOT,10.0
0217-002-001,URBAN,MOROGORO,KILOSA,BY BIKE,15.0
0217-002-001,URBAN,MOROGORO,KILOSA,BY PUBLIC VEHICLE/MINIBUS,15.0
0218-001-003,URBAN,DAR ES SALAAM,KINONDONI,ON FOOT,25.0
0219-001-001,URBAN,MOROGORO,MOROGORO URBAN,BY PUBLIC VEHICLE/MINIBUS,30.0
0219-001-001,URBAN,MOROGORO,MOROGORO URBAN,BY PUBLIC VEHICLE/MINIBUS,30.0
0219-005-001,URBAN,MOROGORO,MOROGORO URBAN,ON FOOT,30.0
0220-001-001,URBAN,DAR ES SALAAM,KINONDONI,ON FOOT,15.0
0220-001-001,URBAN,DAR ES SALAAM,KINONDONI,ON FOOT,10.0
0220-001-001,URBAN,DAR ES SALAAM,KINONDONI,ON FOOT,10.0
0221-001-001,URBAN,DAR ES SALAAM,KINONDONI,ON FOOT,30.0
0226-001-001,URBAN,DAR ES SALAAM,KINONDONI,BY PUBLIC VEHICLE/MINIBUS,5.0
0228-001-005,URBAN,DAR ES SALAAM,KINONDONI,ON FOOT,30.0
