interview__key,sdd_hhid,plotnum,cropid,ag6b_02,ag6b_03,ag6b_04,ag6b_05,ag6b_06,ag6b_06a,ag6b_07_1,ag6b_07_2,ag6b_07_3,ag6b_07_4,ag6b_08_1,ag6b_08_2,ag6b_09,ag6b_10,ag6b_11
82-38-78-50,0363-003-001,1,30,2,1990,0,NO,,NDIYO,2018,NOVEMBER,2019,OCTOBER,1,,15,NO,
82-38-78-50,0363-003-001,2,10,100,2018,30,NO,,NDIYO,2019,MARCH,2019,OCTOBER,1,,80,NO,
82-38-78-50,0363-003-001,2,31,30,1990,0,NO,,NDIYO,2019,SEPTEMBER,2019,NOVEMBER,1,,59,NO,
16-25-69-84,0364-001-001,3,30,7,2017,0,NO,,HAPANA,,,,,,,,,
98-93-28-99,0367-001-001,1,31,1,1980,0,NO,,HAPANA,,,,,,,,,
98-93-28-99,0367-001-001,2,30,3,1995,0,NO,,NDIYO,2018,OCTOBER,2019,OCTOBER,1,2,15,NO,
37-91-82-56,0369-001-001,2,31,45,1996,0,NO,,NDIYO,2018,NOVEMBER,2019,DECEMBER,1,2,300,NO,
37-91-82-56,0369-001-001,4,30,1,1980,0,NO,,NDIYO,2018,NOVEMBER,2019,OCTOBER,1,2,10,NO,
05-20-75-51,0370-001-001,1,31,50,1900,0,NO,,HAPANA,,,,,,,,,
73-64-57-68,0373-001-001,1,30,2,1994,0,NO,,NDIYO,2018,DECEMBER,2019,NOVEMBER,1,2,72,NO,
87-29-04-68,0377-001-001,1,31,35,0,0,NO,,NDIYO,2018,OCTOBER,2018,DECEMBER,1,,400,NO,
87-29-04-68,0377-001-001,2,31,1,1900,0,NO,,NDIYO,2018,OCTOBER,2018,DECEMBER,1,,5,NO,
88-99-03-66,0378-003-001,2,10,250,2018,250,YES,SUBSTITUTE IF EITHER CROP FAILS,HAPANA,,,,,,,,,
88-99-03-66,0378-003-001,2,31,112,2018,112,YES,SUBSTITUTE IF EITHER CROP FAILS,HAPANA,,,,,,,,,
80-78-20-03,0381-001-002,1,10,100,2019,100,NO,,NDIYO,2018,MAY,2019,MAY,1,,120,NO,
11-13-08-42,0386-001-001,1,31,10,1900,0,NO,,NDIYO,2018,OCTOBER,2018,DECEMBER,1,2,140,NO,
11-13-08-42,0386-001-001,2,10,200,2017,0,NO,,NDIYO,2018,JULY,2019,JUNE,1,2,50,NO,
11-13-08-42,0386-001-001,2,31,38,1991,0,NO,,NDIYO,2018,OCTOBER,2018,DECEMBER,1,2,315,NO,
90-22-50-43,0387-001-001,1,31,1,2000,0,NO,,NDIYO,2018,SEPTEMBER,2018,DECEMBER,1,,8,NO,
90-22-50-43,0387-001-001,2,31,10,1995,0,NO,,HAPANA,,,,,,,,,
41-18-85-21,0388-001-001,1,30,2,1995,0,NO,,NDIYO,2018,JULY,2019,JUNE,1,2,15,NO,
41-18-85-21,0388-001-001,1,31,1,1900,0,NO,,NDIYO,2018,OCTOBER,2018,DECEMBER,1,2,5,NO,
43-97-80-50,0389-001-001,1,31,54,1900,0,NO,,NDIYO,2018,OCTOBER,2018,DECEMBER,1,,222,YES,THEFT
43-97-80-50,0389-001-001,2,31,35,1900,0,NO,,NDIYO,2018,OCTOBER,2018,DECEMBER,1,,70,NO,
43-97-80-50,0389-001-001,3,31,3,1900,0,YES,SUBSTITUTE IF EITHER CROP FAILS,NDIYO,2018,OCTOBER,2018,DECEMBER,1,,15,NO,
43-97-80-50,0389-001-001,4,10,200,2017,170,YES,SUBSTITUTE IF EITHER CROP FAILS,NDIYO,2018,JULY,2019,JUNE,1,,240,NO,
43-97-80-50,0389-001-001,4,31,4,1900,0,YES,SUBSTITUTE IF EITHER CROP FAILS,NDIYO,2018,OCTOBER,2018,DECEMBER,1,,10,NO,
49-08-86-51,0389-001-002,1,10,11,2017,15,YES,SUBSTITUTE IF EITHER CROP FAILS,NDIYO,2018,JULY,2019,JUNE,1,,43,NO,
49-08-86-51,0389-001-002,2,10,80,2018,25,YES,SUBSTITUTE IF EITHER CROP FAILS,NDIYO,2018,JULY,2019,JUNE,1,,155,NO,
98-73-14-89,0390-001-001,1,10,11,2018,0,NO,,NDIYO,2018,JULY,2019,JUNE,1,,20,NO,
98-73-14-89,0390-001-001,3,10,50,2019,50,NO,,HAPANA,,,,,,,,,
77-89-92-35,0391-001-001,1,31,300,1900,0,NO,,NDIYO,2018,OCTOBER,2018,DECEMBER,1,2,3600,NO,
77-89-92-35,0391-001-001,2,31,190,1900,0,NO,,NDIYO,2018,OCTOBER,2018,DECEMBER,1,2,2280,NO,
77-89-92-35,0391-001-001,3,31,300,1900,0,NO,,NDIYO,2018,SEPTEMBER,2018,DECEMBER,1,2,5400,NO,
77-89-92-35,0391-001-001,4,31,98,1900,0,NO,,NDIYO,2018,OCTOBER,2018,DECEMBER,1,2,1800,NO,
77-89-92-35,0391-001-001,5,31,12,1900,0,NO,,HAPANA,,,,,,,,,
77-89-92-35,0391-001-001,6,31,105,1900,0,NO,,NDIYO,2018,OCTOBER,2018,DECEMBER,1,2,1890,NO,
42-04-98-59,0392-001-002,1,10,100,2018,60,NO,,NDIYO,2018,JULY,2019,JUNE,1,,20,NO,
42-04-98-59,0392-001-002,1,31,20,1975,0,NO,,NDIYO,2018,OCTOBER,2019,JANUARY,1,,255,NO,
91-52-62-82,0393-001-001,1,31,55,1980,0,NO,,NDIYO,2018,OCTOBER,2019,JANUARY,1,2,120,NO,
91-52-62-82,0393-001-001,3,31,74,1980,0,NO,,NDIYO,2018,OCTOBER,2019,JANUARY,1,2,968,NO,
91-52-62-82,0393-001-001,4,10,10,2018,0,NO,,NDIYO,2018,JULY,2019,JUNE,1,2,20,NO,
68-78-67-09,0393-002-001,2,31,12,1900,0,NO,,NDIYO,2018,OCTOBER,2018,DECEMBER,1,,180,NO,
59-34-76-55,0394-001-001,1,31,46,1900,0,NO,,NDIYO,2018,OCTOBER,2018,DECEMBER,1,2,826,NO,
36-58-37-13,0395-001-006,1,98,20,2011,0,NO,,NDIYO,2019,FEBRUARY,2019,FEBRUARY,1,,80,NO,
36-58-37-13,0395-001-006,2,98,20,2000,3,YES,SUBSTITUTE IF EITHER CROP FAILS,NDIYO,2018,JUNE,2018,JUNE,1,,40,NO,
41-77-08-50,0397-001-001,3,10,500,2018,500,YES,SUBSTITUTE IF EITHER CROP FAILS,HAPANA,,,,,,,,,
41-77-08-50,0397-001-001,3,44,900,2018,900,YES,SUBSTITUTE IF EITHER CROP FAILS,HAPANA,,,,,,,,,
41-77-08-50,0397-001-001,3,98,15,2015,0,YES,SUBSTITUTE IF EITHER CROP FAILS,HAPANA,,,,,,,,,
41-77-08-50,0397-001-001,7,44,300,2017,0,YES,SUBSTITUTE IF EITHER CROP FAILS,HAPANA,,,,,,,,,
26-73-74-39,0398-001-001,1,98,2,2015,0,YES,SUBSTITUTE IF EITHER CROP FAILS,HAPANA,,,,,,,,,
75-52-50-40,0399-001-001,1,98,10,2015,0,NO,,HAPANA,,,,,,,,,
75-52-50-40,0399-001-001,2,98,8,2014,0,NO,,HAPANA,,,,,,,,,
75-24-28-19,0403-001-001,1,98,10,2014,0,NO,,HAPANA,,,,,,,,,
75-24-28-19,0403-001-001,2,10,140,2017,0,NO,,NDIYO,2018,OCTOBER,2019,NOVEMBER,1,,80,YES,INSECTS
23-48-39-75,0404-001-001,1,98,50,1980,0,NO,,NDIYO,2018,DECEMBER,2018,DECEMBER,1,,1200,NO,
23-48-39-75,0404-001-001,2,98,56,2018,56,YES,SUBSTITUTE IF EITHER CROP FAILS,HAPANA,,,,,,,,,
23-48-39-75,0404-001-001,3,98,25,1985,0,NO,,HAPANA,,,,,,,,,
71-97-65-36,0405-001-001,1,98,7,1981,0,NO,,HAPANA,,,,,,,,,
71-97-65-36,0405-001-001,3,98,4,2018,4,NO,,HAPANA,,,,,,,,,
90-30-68-35,0407-001-001,1,10,50,2018,30,NO,,NDIYO,2018,JUNE,2019,MAY,1,2,50,NO,
51-68-01-74,0408-001-001,1,98,1,2010,0,YES,SUBSTITUTE IF EITHER CROP FAILS,HAPANA,,,,,,,,,
51-68-01-74,0408-001-001,3,44,35,2003,0,YES,SUBSTITUTE IF EITHER CROP FAILS,NDIYO,2018,APRIL,2019,MAY,1,2,60,YES,INSECTS
98-64-80-85,0411-001-001,1,10,600,2017,180,YES,SUBSTITUTE IF EITHER CROP FAILS,NDIYO,2018,MARCH,2019,MARCH,1,2,420,YES,ANIMALS
98-64-80-85,0411-001-001,1,30,4,1990,0,YES,SUBSTITUTE IF EITHER CROP FAILS,NDIYO,2018,FEBRUARY,2019,JANUARY,1,2,15,NO,
98-64-80-85,0411-001-001,1,98,34,2010,8,YES,SUBSTITUTE IF EITHER CROP FAILS,HAPANA,,,,,,,,,
61-37-92-17,0418-001-001,3,10,200,2018,150,NO,,NDIYO,2018,JUNE,2019,MAY,1,2,150,NO,
29-39-31-65,0420-001-001,1,103,5,2017,5,YES,SUBSTITUTE IF EITHER CROP FAILS,HAPANA,,,,,,,,,
64-07-55-27,0422-106-001,4,10,2500,2017,1500,NO,,NDIYO,2018,JUNE,2019,JANUARY,1,,200,NO,
64-07-55-27,0422-106-001,6,10,1500,2018,1500,NO,,NDIYO,2018,OCTOBER,2019,JANUARY,1,,150,NO,
56-15-63-11,0424-001-001,2,10,3000,2017,0,NO,,NDIYO,2018,JUNE,2018,DECEMBER,1,,1200,NO,
56-15-63-11,0424-001-001,3,98,5,2015,1,YES,MORE FERTILE FOR SOIL,HAPANA,,,,,,,,,
79-86-35-12,0425-001-001,2,10,3500,2018,3000,NO,,NDIYO,2019,JANUARY,2019,JANUARY,1,,70,NO,
79-86-35-12,0425-001-001,4,10,4000,2018,4000,NO,,HAPANA,,,,,,,,,
56-01-92-97,0426-001-001,2,10,3200,2018,2500,NO,,NDIYO,2018,FEBRUARY,2019,JANUARY,1,2,2000,NO,
73-36-66-15,0427-001-001,3,10,1500,2018,2500,NO,,NDIYO,2018,OCTOBER,2019,JANUARY,1,2,150,NO,
73-36-66-15,0427-001-001,4,10,1000,2018,2000,NO,,NDIYO,2018,SEPTEMBER,2019,JANUARY,1,2,180,NO,
46-28-63-44,0430-002-001,1,31,2,2009,0,NO,,HAPANA,,,,,,,,,
46-28-63-44,0430-002-001,2,10,300,2018,100,NO,,NDIYO,2018,FEBRUARY,2019,JANUARY,1,,2000,NO,
46-28-63-44,0430-002-001,2,31,2,2009,0,NO,,HAPANA,,,,,,,,,
20-19-96-28,0432-001-001,2,10,400,2018,400,NO,,HAPANA,,,,,,,,,
20-19-96-28,0432-001-001,5,10,1500,2018,1500,NO,,HAPANA,,,,,,,,,
20-19-96-28,0432-001-001,6,10,200,2017,0,NO,,NDIYO,2018,MARCH,2018,DECEMBER,2,3,450,NO,
89-59-90-58,0436-001-001,2,10,3600,2018,3600,NO,,NDIYO,2018,OCTOBER,2019,JANUARY,1,,200,NO,
60-87-75-28,0436-002-001,4,10,3000,2018,2500,NO,,NDIYO,2018,OCTOBER,2019,JANUARY,1,2,100,NO,
03-49-85-68,0437-001-001,1,30,2,2003,0,YES,SUBSTITUTE IF EITHER CROP FAILS,NDIYO,2018,JANUARY,2018,DECEMBER,1,,200,YES,INSECTS
03-49-85-68,0437-001-001,1,103,13,2006,0,YES,SUBSTITUTE IF EITHER CROP FAILS,HAPANA,,,,,,,,,
03-49-85-68,0437-001-001,2,10,2000,2017,0,NO,,NDIYO,2018,FEBRUARY,2019,JANUARY,1,,600,NO,
03-49-85-68,0437-001-001,3,103,2,2009,0,YES,SUBSTITUTE IF EITHER CROP FAILS,HAPANA,,,,,,,,,
39-42-81-55,0439-001-001,2,98,0,0,0,NO,,NDIYO,2019,APRIL,2019,JUNE,1,,50000,NO,
39-42-81-55,0439-001-001,3,98,400,2007,0,NO,,HAPANA,,,,,,,,,
39-42-81-55,0439-001-001,4,98,1600,2011,0,NO,,HAPANA,,,,,,,,,
39-42-81-55,0439-001-001,5,98,600,2018,600,NO,,HAPANA,,,,,,,,,
31-07-58-53,0441-001-001,1,98,2800,2006,0,NO,,NDIYO,2018,JULY,2019,JULY,1,,40000,NO,
31-07-58-53,0441-001-001,2,98,5400,2014,0,NO,,HAPANA,,,,,,,,,
05-88-93-30,0443-001-001,3,98,100,2015,0,YES,SUBSTITUTE IF EITHER CROP FAILS,NDIYO,2018,JULY,2018,JULY,1,,280,NO,
62-63-62-03,0443-003-002,1,98,400,2015,0,NO,,HAPANA,,,,,,,,,
50-82-03-42,0444-001-001,1,98,250,2017,0,NO,,HAPANA,,,,,,,,,
73-77-71-52,0445-001-002,2,98,10,2017,0,NO,,HAPANA,,,,,,,,,
74-23-57-59,0457-001-001,1,44,20,2017,0,NO,,NDIYO,2018,JUNE,2019,MAY,1,2,20,NO,
10-58-95-87,0461-001-001,1,44,2,2005,0,YES,SUBSTITUTE IF EITHER CROP FAILS,NDIYO,2018,MAY,2019,JUNE,1,,35,NO,
64-34-17-13,0467-001-003,1,98,1,2003,0,YES,SUBSTITUTE IF EITHER CROP FAILS,HAPANA,,,,,,,,,
35-25-01-93,0468-001-001,1,10,22,2017,16,YES,SUBSTITUTE IF EITHER CROP FAILS,NDIYO,2018,JUNE,2019,MAY,1,2,120,NO,
35-25-01-93,0468-001-001,1,44,35,2014,13,YES,SUBSTITUTE IF EITHER CROP FAILS,NDIYO,2018,JUNE,2019,MAY,1,2,130,NO,
35-25-01-93,0468-001-001,1,98,13,1900,0,YES,SUBSTITUTE IF EITHER CROP FAILS,HAPANA,,,,,,,,,
42-91-86-83,0469-001-003,1,38,112,2006,0,NO,,NDIYO,2019,MAY,2019,JULY,1,,30,NO,
42-91-86-83,0469-001-003,4,38,30,2008,40,NO,,HAPANA,,,,,,,,,
01-20-50-14,0471-001-001,1,44,10,2019,10,NO,,HAPANA,,,,,,,,,
05-32-96-07,0474-001-001,2,98,800,2016,0,NO,,HAPANA,,,,,,,,,
05-32-96-07,0474-001-001,3,98,500,2018,500,NO,,NDIYO,2018,NOVEMBER,2018,DECEMBER,1,2,10500,NO,
05-32-96-07,0474-001-001,6,98,500,2016,0,NO,,HAPANA,,,,,,,,,
05-32-96-07,0474-001-001,11,98,20,2017,0,NO,,HAPANA,,,,,,,,,
72-03-92-77,0477-001-001,3,98,300,2014,0,NO,,HAPANA,,,,,,,,,
94-04-57-79,0478-001-001,4,98,80,2017,0,NO,,HAPANA,,,,,,,,,
94-04-57-79,0478-001-001,5,98,100,2017,0,NO,,HAPANA,,,,,,,,,
53-31-43-03,0491-001-002,1,98,6,2013,0,NO,,HAPANA,,,,,,,,,
68-73-60-31,0491-003-001,5,98,9,2013,0,NO,,HAPANA,,,,,,,,,
20-63-33-06,0492-001-001,1,98,20,2010,0,NO,,HAPANA,,,,,,,,,
31-15-31-20,0499-001-001,2,10,1500,2018,1500,NO,,HAPANA,,,,,,,,,
98-78-01-38,0499-004-002,2,10,3500,2018,3500,NO,,HAPANA,,,,,,,,,
10-51-31-09,0510-001-001,1,100,40,2000,0,NO,,HAPANA,,,,,,,,,
10-51-31-09,0510-001-001,3,44,40,2018,10,NO,,NDIYO,2019,APRIL,2019,JULY,1,,180,NO,
55-47-18-86,0517-001-001,2,10,15,2019,15,YES,OTHER (SPECIFY),HAPANA,,,,,,,,,
55-47-18-86,0517-001-001,2,98,12,2012,0,YES,OTHER (SPECIFY),HAPANA,,,,,,,,,
81-44-06-49,0525-001-001,4,10,12000,2017,3000,NO,,NDIYO,2018,NOVEMBER,2019,FEBRUARY,1,2,2700,NO,
57-59-30-22,0525-005-003,1,10,1500,2018,0,NO,,NDIYO,2019,JUNE,2019,AUGUST,1,2,450,NO,
16-41-04-04,0529-001-001,1,47,1,1900,0,NO,,NDIYO,2019,AUGUST,2019,NOVEMBER,1,,150,YES,INSECTS
26-24-72-45,0530-001-001,3,10,6000,2017,4000,YES,OTHER (SPECIFY),HAPANA,,,,,,,,,
98-57-18-93,0537-001-001,4,10,250,2019,200,NO,,HAPANA,,,,,,,,,
30-80-71-86,0542-001-002,1,29,6,1900,0,YES,SUBSTITUTE IF EITHER CROP FAILS,NDIYO,2018,APRIL,2019,APRIL,2,,90,NO,
20-78-49-50,0547-001-001,1,29,2,1998,0,NO,,HAPANA,,,,,,,,,
12-86-07-37,0554-003-001,1,20,3,2018,0,NO,,HAPANA,,,,,,,,,
12-86-07-37,0554-003-001,1,44,3,2018,2,NO,,HAPANA,,,,,,,,,
08-79-34-76,0565-001-001,2,10,140,2018,140,YES,SUBSTITUTE IF EITHER CROP FAILS,NDIYO,2019,JANUARY,2020,DECEMBER,1,2,120,YES,DISEASES
83-04-78-20,0569-001-001,1,98,4,9999,0,YES,SUBSTITUTE IF EITHER CROP FAILS,HAPANA,,,,,,,,,
89-23-01-64,0574-001-001,2,10,180,2017,0,YES,SUBSTITUTE IF EITHER CROP FAILS,HAPANA,,,,,,,,,
89-23-01-64,0574-001-001,2,37,32,1990,0,YES,OTHER (SPECIFY),HAPANA,,,,,,,,,
89-23-01-64,0574-001-001,2,44,270,2000,0,YES,SUBSTITUTE IF EITHER CROP FAILS,NDIYO,2018,FEBRUARY,2019,MARCH,1,2,120,YES,DISEASES
71-32-15-08,0576-001-002,2,98,9,1900,0,NO,,HAPANA,,,,,,,,,
89-16-16-87,0585-001-001,2,10,1800,2017,2100,NO,,NDIYO,2018,JUNE,2018,SEPTEMBER,1,2,480,NO,
76-83-41-82,0585-001-003,2,10,750,2018,250,NO,,NDIYO,2018,AUGUST,2018,SEPTEMBER,1,2,90,NO,
96-39-75-25,0586-001-001,1,29,2,1900,0,YES,OTHER (SPECIFY),HAPANA,,,,,,,,,
48-55-92-72,0591-001-001,3,10,2850,2018,0,NO,,HAPANA,,,,,,,,,
59-91-83-15,0592-001-001,1,10,180,2017,0,YES,SUBSTITUTE IF EITHER CROP FAILS,HAPANA,,,,,,,,,
87-24-38-48,0593-001-001,2,10,25,2018,25,YES,SUBSTITUTE IF EITHER CROP FAILS,HAPANA,,,,,,,,,
99-53-65-08,0593-004-001,1,103,2,2012,0,NO,,HAPANA,,,,,,,,,
99-53-65-08,0593-004-001,2,10,2017,11,0,NO,,NDIYO,2019,JUNE,2019,JUNE,1,2,1000,NO,
35-87-73-75,0597-001-001,1,10,1750,2018,0,NO,,HAPANA,,,,,,,,,
90-31-84-80,0598-001-001,3,10,120,2017,40,NO,,HAPANA,,,,,,,,,
79-15-68-02,0599-001-001,1,10,1500,2017,0,NO,,NDIYO,2018,JUNE,2018,JUNE,1,2,360,NO,
39-51-58-76,0600-001-001,3,10,2500,2018,2018,NO,,HAPANA,,,,,,,,,
37-19-01-98,0601-001-001,4,10,250,2019,250,NO,,HAPANA,,,,,,,,,
25-56-28-11,0602-001-001,2,10,3500,2017,0,YES,SUBSTITUTE IF EITHER CROP FAILS,HAPANA,,,,,,,,,
84-29-07-25,0605-001-001,1,10,1500,2017,0,YES,SUBSTITUTE IF EITHER CROP FAILS,NDIYO,2018,JULY,2018,AUGUST,1,,600,NO,
72-23-86-21,0614-001-001,2,47,4,1990,0,YES,SUBSTITUTE IF EITHER CROP FAILS,HAPANA,,,,,,,,,
37-98-90-37,0619-106-001,3,47,1,1998,0,NO,,HAPANA,,,,,,,,,
07-29-77-96,0620-001-002,1,10,300,2018,300,NO,,HAPANA,,,,,,,,,
52-77-78-43,0621-001-001,2,10,2000,2017,0,NO,,NDIYO,2018,SEPTEMBER,2018,OCTOBER,1,2,540,NO,
07-54-46-36,0622-001-001,1,10,400,2018,0,NO,,HAPANA,,,,,,,,,
07-54-46-36,0622-001-001,2,98,5,1992,0,NO,,HAPANA,,,,,,,,,
73-37-55-41,0623-001-001,2,10,2500,2018,0,NO,,HAPANA,,,,,,,,,
25-47-63-62,0627-001-001,1,98,5,1900,0,NO,,HAPANA,,,,,,,,,
25-47-63-62,0627-001-001,1,103,2,1900,0,NO,,NDIYO,2018,AUGUST,2019,JULY,1,2,130,YES,THEFT
34-90-65-56,0628-003-001,1,10,200,2018,400,NO,,NDIYO,2018,AUGUST,2019,JULY,1,,240,NO,
32-73-64-62,0631-001-001,1,10,60,2018,60,NO,,HAPANA,,,,,,,,,
23-49-04-65,0633-001-002,2,10,3000,2017,0,YES,SUBSTITUTE IF EITHER CROP FAILS,NDIYO,2018,SEPTEMBER,2018,DECEMBER,2,6,400,NO,
23-49-04-65,0633-001-002,5,98,3,1900,0,YES,SUBSTITUTE IF EITHER CROP FAILS,HAPANA,,,,,,,,,
23-49-04-65,0633-001-002,5,99,2,1900,0,YES,SUBSTITUTE IF EITHER CROP FAILS,HAPANA,,,,,,,,,
80-55-01-46,0639-007-001,1,10,2000,2018,2000,NO,,NDIYO,2018,SEPTEMBER,2018,NOVEMBER,1,,1050,NO,
03-58-62-92,0639-007-003,1,98,4,2015,0,NO,,HAPANA,,,,,,,,,
04-52-63-04,0642-001-001,1,38,36,1974,0,NO,,NDIYO,2019,JUNE,2019,SEPTEMBER,1,,300,NO,
04-52-63-04,0642-001-001,3,38,21,1974,0,NO,,NDIYO,2019,JUNE,2019,SEPTEMBER,1,,200,NO,
04-52-63-04,0642-001-001,3,98,25,1976,0,NO,,HAPANA,,,,,,,,,
15-94-42-33,0642-001-004,2,98,1000,2015,0,NO,,HAPANA,,,,,,,,,
96-16-28-77,0642-001-006,1,38,15,1900,0,YES,SUBSTITUTE IF EITHER CROP FAILS,NDIYO,2019,JUNE,2019,JULY,1,,130,NO,
04-94-12-79,0642-001-009,1,38,7,2015,0,YES,SUBSTITUTE IF EITHER CROP FAILS,HAPANA,,,,,,,,,
09-53-11-55,0643-001-001,3,38,250,2006,20,YES,SUBSTITUTE IF EITHER CROP FAILS,NDIYO,2019,AUGUST,2019,SEPTEMBER,1,,360,NO,
73-72-53-25,0644-001-001,1,38,30,0,0,NO,,NDIYO,2019,JULY,2019,SEPTEMBER,1,,70,NO,
73-72-53-25,0644-001-001,1,98,170,1996,0,NO,,NDIYO,2018,SEPTEMBER,2019,OCTOBER,1,,300,NO,
95-29-04-76,0645-001-001,2,10,26,2018,8,YES,SUBSTITUTE IF EITHER CROP FAILS,NDIYO,2019,JULY,2019,OCTOBER,2,,20,NO,
95-29-04-76,0645-001-001,2,38,12,2014,0,YES,SUBSTITUTE IF EITHER CROP FAILS,NDIYO,2019,MAY,2019,JUNE,1,,22,NO,
81-88-93-76,0645-001-003,1,10,120,2018,120,YES,SUBSTITUTE IF EITHER CROP FAILS,HAPANA,,,,,,,,,
81-88-93-76,0645-001-003,1,38,60,1986,0,NO,,NDIYO,2019,JULY,2019,SEPTEMBER,1,,200,NO,
81-88-93-76,0645-001-003,1,98,8,1900,0,NO,,HAPANA,,,,,,,,,
55-16-13-84,0646-001-001,2,10,52,2018,13,NO,,NDIYO,2019,SEPTEMBER,2019,NOVEMBER,1,,20,NO,
73-60-06-64,0646-001-002,1,10,125,2018,50,NO,,NDIYO,2019,JULY,2019,NOVEMBER,1,2,65,NO,
73-60-06-64,0646-001-002,2,98,280,2002,0,NO,,HAPANA,,,,,,,,,
57-40-27-79,0647-001-001,1,38,20,1900,0,YES,SUBSTITUTE IF EITHER CROP FAILS,NDIYO,2019,JUNE,2019,AUGUST,1,2,70,NO,
32-85-24-94,0648-001-001,1,38,12,2009,0,NO,,NDIYO,2019,JUNE,2019,SEPTEMBER,1,2,25,NO,
32-85-24-94,0648-001-001,2,10,266,2018,50,YES,SUBSTITUTE IF EITHER CROP FAILS,NDIYO,2019,JUNE,2019,NOVEMBER,1,2,180,NO,
32-85-24-94,0648-001-001,2,38,35,2008,0,YES,SUBSTITUTE IF EITHER CROP FAILS,NDIYO,2019,JULY,2019,SEPTEMBER,1,2,90,NO,
20-84-09-10,0649-001-001,1,98,12,1996,0,NO,,HAPANA,,,,,,,,,
21-41-45-56,0652-001-001,1,10,166,2018,0,YES,SUBSTITUTE IF EITHER CROP FAILS,NDIYO,2019,SEPTEMBER,2019,NOVEMBER,1,2,45,NO,
21-41-45-56,0652-001-001,1,38,4,1978,0,NO,,HAPANA,,,,,,,,,
21-41-45-56,0652-001-001,3,38,32,1977,0,NO,,NDIYO,2019,JUNE,2019,AUGUST,1,2,76,NO,
38-47-82-69,0652-003-001,1,10,68,2818,68,NO,,HAPANA,,,,,,,,,
35-30-83-19,0653-001-001,2,38,48,1988,0,NO,,NDIYO,2019,JULY,2019,SEPTEMBER,1,,150,NO,
35-30-83-19,0653-001-001,2,98,2,1982,0,NO,,HAPANA,,,,,,,,,
42-93-81-17,0654-001-001,1,38,50,1900,0,NO,,NDIYO,2019,JULY,2019,SEPTEMBER,1,2,84,NO,
70-81-65-41,0654-001-002,1,38,145,1978,0,NO,,NDIYO,2019,MAY,2019,SEPTEMBER,2,,360,NO,
18-25-55-05,0654-004-001,2,10,45,2018,10,YES,SUBSTITUTE IF EITHER CROP FAILS,NDIYO,2019,AUGUST,2020,FEBRUARY,1,,240,NO,
18-25-55-05,0654-004-001,2,38,12,2017,0,YES,SUBSTITUTE IF EITHER CROP FAILS,HAPANA,,,,,,,,,
45-08-66-74,0657-001-001,1,10,1500,2017,0,YES,SUBSTITUTE IF EITHER CROP FAILS,NDIYO,2018,JULY,2019,APRIL,1,2,200,NO,
