interview__key,sdd_hhid,cropid,ag7a_02,ag7a_03,ag7a_04,ag7a_05_1,ag7a_05_2,ag7a_06_1,ag7a_06_2,ag7a_07_1a,ag7a_07_1b,ag7a_07_2a,ag7a_07_2b,ag7a_08,ag7a_09,ag7a_10,ag7a_11,ag7a_12,ag7a_13,ag7a_14,ag7a_15,ag7a_16,ag7a_17,ag7a_18,ag7a_19,ag7a_20,ag7a_21
06-06-62-86,0573-006-001,55,NO,,,,,,,,,,,NO,,,,,NO,,,,120,0,0,0,0
41-81-57-58,0573-006-003,55,NO,,,,,,,,,,,NO,,,,,NO,,,,15,0,0,0,0
89-23-01-64,0574-001-001,55,YES,78,24000,1,2,1,2,GULIO,NDANI YA KIJIJI/MJI,GULIO,NDANI YA KIJIJI/MJI,NO,,,,,NO,,,,39,0,0,0,0
89-23-01-64,0574-001-001,57,NO,,,,,,,,,,,NO,,,,,YES,INSECTS,1,3000,35,0,0,32,0
89-23-01-64,0574-001-001,64,NO,,,,,,,,,,,NO,,,,,NO,,,,30,0,0,30,0
37-88-75-54,0576-001-001,64,NO,,,,,,,,,,,NO,,,,,NO,,,,3,2,0,0,0
37-88-75-54,0576-001-001,102,NO,,,,,,,,,,,NO,,,,,NO,,,,3,0,0,3,0
34-75-80-11,0577-001-002,57,NO,,,,,,,,,,,NO,,,,,YES,THEFT,10,180000,0,0,0,0,0
21-37-46-84,0584-001-001,57,NO,,,,,,,,,,,NO,,,,,YES,ROTTING,2,6000,60,0,0,10,0
96-39-75-25,0586-001-001,57,NO,,,,,,,,,,,NO,,,,,NO,,,,15,0,0,45,0
96-39-75-25,0586-001-001,64,NO,,,,,,,,,,,NO,,,,,NO,,,,10,0,0,25,0
61-66-15-53,0588-001-001,60,NO,,,,,,,,,,,NO,,,,,NO,,,,15,0,0,5,0
08-69-28-04,0589-001-001,57,NO,,,,,,,,,,,NO,,,,,NO,,,,10,0,0,10,0
99-53-65-08,0593-004-001,55,NO,,,,,,,,,,,NO,,,,,NO,,,,20,0,0,0,0
27-02-40-45,0593-005-001,55,NO,,,,,,,,,,,NO,,,,,NO,,,,90,0,0,0,0
27-02-40-45,0593-005-001,57,YES,100,10000,1,2,1,2,M/BIASHARA BINAFSI,NDANI YA KIJIJI/MJI,M/BIASHARA BINAFSI,NDANI YA KIJIJI/MJI,NO,,,,,NO,,,,100,0,0,100,0
27-02-40-45,0593-005-001,60,YES,150,6000,1,2,1,2,JIRANI,NDANI YA KIJIJI/MJI,JIRANI,NDANI YA KIJIJI/MJI,NO,,,,,NO,,,,50,0,0,0,0
27-02-40-45,0593-005-001,64,NO,,,,,,,,,,,NO,,,,,NO,,,,20,0,0,0,0
65-21-27-08,0593-005-008,55,NO,,,,,,,,,,,NO,,,,,NO,,,,5,0,0,0,0
65-21-27-08,0593-005-008,57,YES,80,20000,1,2,1,2,M/BIASHARA BINAFSI,NDANI YA KIJIJI/MJI,M/BIASHARA BINAFSI,NDANI YA KIJIJI/MJI,NO,,,,,NO,,,,160,0,0,480,0
81-73-84-59,0596-001-001,57,NO,,,,,,,,,,,NO,,,,,NO,,,,200,0,0,200,0
35-87-73-75,0597-001-001,55,YES,20,10000,1,2,1,2,SOKO,NDANI YA KIJIJI/MJI,SOKO,NDANI YA KIJIJI/MJI,NO,,,,,NO,,,,20,0,0,10,0
35-87-73-75,0597-001-001,56,YES,800,120000,1,2,1,2,M/BIASHARA BINAFSI,NDANI YA KIJIJI/MJI,M/BIASHARA BINAFSI,NDANI YA KIJIJI/MJI,NO,,,,,NO,,,,100,0,0,100,0
90-31-84-80,0598-001-001,55,YES,12,9000,1,,1,,JIRANI,NDANI YA KIJIJI/MJI,JIRANI,NDANI YA KIJIJI/MJI,NO,,,,,NO,,,,0,0,0,0,0
90-31-84-80,0598-001-001,58,NO,,,,,,,,,,,NO,,,,,NO,,,,8,0,0,2,0
90-31-84-80,0598-001-001,64,NO,,,,,,,,,,,NO,,,,,NO,,,,25,0,0,15,0
79-15-68-02,0599-001-001,56,YES,200,20000,1,2,1,2,DUKANI/MCHUUZI,NDANI YA KIJIJI/MJI,DUKANI/MCHUUZI,NDANI YA KIJIJI/MJI,NO,,,,,NO,,,,200,0,0,0,0
79-15-68-02,0599-001-001,60,YES,100,18000,1,2,1,2,DUKANI/MCHUUZI,NDANI YA KIJIJI/MJI,DUKANI/MCHUUZI,NDANI YA KIJIJI/MJI,NO,,,,,NO,,,,200,0,0,0,0
39-51-58-76,0600-001-001,55,NO,,,,,,,,,,,NO,,,,,NO,,,,145,0,0,0,0
39-51-58-76,0600-001-001,60,NO,,,,,,,,,,,NO,,,,,NO,,,,50,0,0,0,0
37-19-01-98,0601-001-001,55,YES,200,60000,1,2,1,2,M/BIASHARA BINAFSI,NDANI YA KIJIJI/MJI,M/BIASHARA BINAFSI,NDANI YA KIJIJI/MJI,NO,,,,,NO,,,,0,0,0,0,0
61-13-18-51,0603-001-002,56,NO,,,,,,,,,,,NO,,,,,NO,,,,3,0,0,0,0
61-13-18-51,0603-001-002,57,NO,,,,,,,,,,,NO,,,,,NO,,,,140,0,0,100,0
98-16-55-70,0604-001-001,55,YES,378,162000,1,,1,2,SOKO,KARIBU NA KIJIJI,SOKO,KARIBU NA KIJIJI,NO,,,,,NO,,,,294,0,0,0,0
69-19-17-73,0608-001-001,55,NO,,,,,,,,,,,NO,,,,,NO,,,,40,0,0,0,0
69-19-17-73,0608-001-001,58,NO,,,,,,,,,,,NO,,,,,NO,,,,20,0,0,0,0
81-97-59-95,0614-005-007,55,NO,,,,,,,,,,,NO,,,,,NO,,,,50,0,0,10,0
07-54-46-36,0622-001-001,58,NO,,,,,,,,,,,NO,,,,,NO,,,,40,0,0,10,0
07-54-46-36,0622-001-001,60,NO,,,,,,,,,,,NO,,,,,NO,,,,90,0,0,30,0
07-54-46-36,0622-001-001,102,NO,,,,,,,,,,,NO,,,,,NO,,,,20,0,0,16,0
73-42-88-19,0623-001-004,57,NO,,,,,,,,,,,NO,,,,,NO,,,,500,0,0,100,0
30-47-51-83,0624-001-001,57,NO,,,,,,,,,,,NO,,,,,NO,,,,40,0,0,30,0
30-47-51-83,0624-001-001,58,NO,,,,,,,,,,,NO,,,,,NO,,,,30,0,0,16,0
92-54-51-07,0628-001-001,55,YES,160,200000,1,2,1,2,SOKO,NDANI YA KIJIJI/MJI,SOKO,NDANI YA KIJIJI/MJI,NO,,,,,NO,,,,80,0,0,0,0
92-54-51-07,0628-001-001,57,YES,400,50000,1,2,1,2,SOKO,NDANI YA KIJIJI/MJI,SOKO,NDANI YA KIJIJI/MJI,NO,,,,,NO,,,,400,0,0,0,0
31-16-19-07,0628-005-001,57,NO,,,,,,,,,,,NO,,,,,NO,,,,300,0,0,300,0
35-42-46-81,0630-001-001,55,NO,,,,,,,,,,,NO,,,,,NO,,,,25,0,0,0,0
35-42-46-81,0630-001-001,57,NO,,,,,,,,,,,NO,,,,,NO,,,,100,0,0,40,0
35-42-46-81,0630-001-001,58,NO,,,,,,,,,,,NO,,,,,NO,,,,30,0,0,15,0
32-73-64-62,0631-001-001,55,NO,,,,,,,,,,,NO,,,,,NO,,,,15,0,0,0,0
32-73-64-62,0631-001-001,57,NO,,,,,,,,,,,NO,,,,,NO,,,,160,0,0,80,0
32-73-64-62,0631-001-001,58,NO,,,,,,,,,,,NO,,,,,NO,,,,15,0,0,25,0
23-49-04-65,0633-001-002,54,NO,,,,,,,,,,,NO,,,,,NO,,,,8,0,0,0,0
23-49-04-65,0633-001-002,58,NO,,,,,,,,,,,NO,,,,,NO,,,,21,0,0,0,0
41-41-80-91,0633-011-002,57,YES,300,18000,2,,2,,M/BIASHARA BINAFSI,KARIBU NA KIJIJI,M/BIASHARA BINAFSI,KARIBU NA KIJIJI,NO,,,,,NO,,,,100,0,0,200,0
76-41-43-15,0634-001-001,57,NO,,,,,,,,,,,NO,,,,,NO,,,,60,0,0,40,50
76-14-69-90,0638-001-001,55,NO,,,,,,,,,,,NO,,,,,NO,,,,90,0,0,0,0
76-14-69-90,0638-001-001,57,NO,,,,,,,,,,,NO,,,,,NO,,,,100,0,0,0,0
80-55-01-46,0639-007-001,55,NO,,,,,,,,,,,NO,,,,,NO,,,,150,0,0,0,0
80-55-01-46,0639-007-001,57,NO,,,,,,,,,,,NO,,,,,NO,,,,90,0,0,30,0
80-55-01-46,0639-007-001,60,NO,,,,,,,,,,,NO,,,,,NO,,,,40,0,0,10,0
03-58-62-92,0639-007-003,57,NO,,,,,,,,,,,NO,,,,,NO,,,,120,0,0,30,0
04-52-63-04,0642-001-001,55,YES,400,370000,1,2,1,2,DUKANI/MCHUUZI,NDANI YA KIJIJI/MJI,DUKANI/MCHUUZI,NDANI YA KIJIJI/MJI,NO,,,,,NO,,,,400,0,0,60,0
04-52-63-04,0642-001-001,56,YES,70,60000,1,2,1,2,DUKANI/MCHUUZI,NDANI YA KIJIJI/MJI,DUKANI/MCHUUZI,NDANI YA KIJIJI/MJI,NO,,,,,YES,ROTTING,2,12000,30,0,0,0,0
04-52-63-04,0642-001-001,57,NO,,,,,,,,,,,NO,,,,,YES,ROTTING,1,3000,9,0,0,0,0
04-52-63-04,0642-001-001,59,YES,440,170000,1,,1,,M/BIASHARA BINAFSI,KARIBU NA MJI,M/BIASHARA BINAFSI,KARIBU NA MJI,NO,,,,,YES,ROTTING,1,7000,20,0,0,0,0
04-52-63-04,0642-001-001,63,NO,,,,,,,,,,,NO,,,,,NO,,,,10,0,0,0,0
86-97-87-20,0642-001-003,55,NO,,,,,,,,,,,NO,,,,,NO,,,,288,0,0,0,0
86-97-87-20,0642-001-003,58,NO,,,,,,,,,,,NO,,,,,NO,,,,9,0,0,3,0
86-97-87-20,0642-001-003,59,YES,180,48000,1,,1,2,GULIO,NDANI YA KIJIJI/MJI,GULIO,NDANI YA KIJIJI/MJI,NO,,,,,NO,,,,60,0,0,10,0
15-94-42-33,0642-001-004,55,NO,,,,,,,,,,,NO,,,,,NO,,,,460,0,0,0,0
15-94-42-33,0642-001-004,59,YES,900,500000,1,2,1,2,CHAMA WAKULIMA,KARIBU NA MJI,CHAMA WAKULIMA,KARIBU NA MJI,NO,,,,,NO,,,,40,0,0,0,0
96-16-28-77,0642-001-006,55,YES,240,120000,1,,1,2,SOKO,KARIBU NA KIJIJI,SOKO,KARIBU NA KIJIJI,NO,,,,,NO,,,,180,0,0,0,0
96-16-28-77,0642-001-006,56,NO,,,,,,,,,,,NO,,,,,NO,,,,40,0,0,20,0
04-94-12-79,0642-001-009,55,YES,72,48000,1,,1,,M/BIASHARA BINAFSI,NDANI YA KIJIJI/MJI,M/BIASHARA BINAFSI,NDANI YA KIJIJI/MJI,NO,,,,,NO,,,,360,0,0,0,0
04-94-12-79,0642-001-009,57,NO,,,,,,,,,,,NO,,,,,NO,,,,70,0,0,70,0
04-94-12-79,0642-001-009,58,NO,,,,,,,,,,,NO,,,,,NO,,,,15,0,0,0,0
09-53-11-55,0643-001-001,55,YES,900,300000,1,,1,,M/BIASHARA BINAFSI,KARIBU NA KIJIJI,M/BIASHARA BINAFSI,KARIBU NA KIJIJI,NO,,,,,NO,,,,240,0,0,60,0
22-96-87-35,0643-001-004,54,NO,,,,,,,,,,,NO,,,,,NO,,,,12,0,0,0,0
22-96-87-35,0643-001-004,55,YES,500,370000,1,2,1,2,DUKANI/MCHUUZI,KARIBU NA KIJIJI,DUKANI/MCHUUZI,KARIBU NA KIJIJI,NO,,,,,NO,,,,440,0,0,0,0
73-72-53-25,0644-001-001,55,NO,,,,,,,,,,,NO,,,,,YES,ROTTING,1,30000,380,0,0,0,0
73-72-53-25,0644-001-001,56,NO,,,,,,,,,,,NO,,,,,YES,ROTTING,1,5000,17,0,0,0,0
73-72-53-25,0644-001-001,57,NO,,,,,,,,,,,NO,,,,,YES,ROTTING,2,15000,20,0,0,0,0
73-72-53-25,0644-001-001,59,YES,1000,380000,1,2,1,2,CHAMA WAKULIMA,KARIBU NA MJI,CHAMA WAKULIMA,KARIBU NA MJI,NO,,,,,NO,,,,70,0,0,30,0
95-29-04-76,0645-001-001,55,NO,,,,,,,,,,,NO,,,,,NO,,,,1600,0,0,30,0
81-88-93-76,0645-001-003,54,NO,,,,,,,,,,,NO,,,,,NO,,,,18,0,0,0,0
81-88-93-76,0645-001-003,55,YES,300,215000,1,,1,,DUKANI/MCHUUZI,NDANI YA KIJIJI/MJI,DUKANI/MCHUUZI,NDANI YA KIJIJI/MJI,NO,,,,,NO,,,,400,0,0,80,0
81-88-93-76,0645-001-003,56,NO,,,,,,,,,,,NO,,,,,YES,ROTTING,1,14000,30,0,0,20,0
81-88-93-76,0645-001-003,57,NO,,,,,,,,,,,NO,,,,,YES,ROTTING,1,5000,20,0,0,6,0
81-88-93-76,0645-001-003,58,NO,,,,,,,,,,,NO,,,,,NO,,,,40,0,8,5,0
55-16-13-84,0646-001-001,55,NO,,,,,,,,,,,YES,6,OTHER (SPECIFY),NO,,NO,,,,140,0,0,0,0
55-16-13-84,0646-001-001,58,NO,,,,,,,,,,,NO,,,,,NO,,,,5,0,0,3,0
73-60-06-64,0646-001-002,55,NO,,,,,,,,,,,NO,,,,,NO,,,,460,0,0,0,0
57-40-27-79,0647-001-001,55,NO,,,,,,,,,,,NO,,,,,NO,,,,96,0,0,0,0
57-40-27-79,0647-001-001,58,YES,80,20000,2,,1,2,M/BIASHARA BINAFSI,KARIBU NA KIJIJI,M/BIASHARA BINAFSI,KARIBU NA KIJIJI,NO,,,,,NO,,,,40,0,0,0,0
32-85-24-94,0648-001-001,55,NO,,,,,,,,,,,NO,,,,,NO,,,,480,0,0,40,0
32-85-24-94,0648-001-001,58,NO,,,,,,,,,,,NO,,,,,NO,,,,12,0,0,0,0
32-85-24-94,0648-001-001,59,NO,,,,,,,,,,,NO,,,,,NO,,,,180,0,0,60,0
20-84-09-10,0649-001-001,55,YES,320,340000,1,,1,,GULIO,NDANI YA KIJIJI/MJI,GULIO,KARIBU NA KIJIJI,NO,,,,,NO,,,,300,0,0,60,0
20-84-09-10,0649-001-001,56,NO,,,,,,,,,,,NO,,,,,YES,ROTTING,2,35000,20,0,0,40,0
75-45-78-14,0651-001-001,55,NO,,,,,,,,,,,NO,,,,,NO,,,,280,0,0,0,0
75-45-78-14,0651-001-001,56,NO,,,,,,,,,,,NO,,,,,NO,,,,40,0,0,20,0
75-45-78-14,0651-001-001,58,NO,,,,,,,,,,,NO,,,,,NO,,,,20,0,0,10,0
21-41-45-56,0652-001-001,55,YES,320,25000,2,,1,2,M/BIASHARA BINAFSI,NDANI YA KIJIJI/MJI,M/BIASHARA BINAFSI,NDANI YA KIJIJI/MJI,NO,,,,,NO,,,,240,0,0,0,0
21-41-45-56,0652-001-001,58,NO,,,,,,,,,,,NO,,,,,NO,,,,30,0,0,30,0
38-47-82-69,0652-003-001,55,NO,,,,,,,,,,,NO,,,,,NO,,,,58,0,0,0,0
35-30-83-19,0653-001-001,55,YES,356,245000,1,2,1,2,DUKANI/MCHUUZI,NDANI YA KIJIJI/MJI,DUKANI/MCHUUZI,NDANI YA KIJIJI/MJI,NO,,,,,NO,,,,450,0,0,50,0
35-30-83-19,0653-001-001,56,NO,,,,,,,,,,,NO,,,,,YES,ROTTING,3,75000,60,0,0,40,0
35-30-83-19,0653-001-001,57,NO,,,,,,,,,,,NO,,,,,YES,ROTTING,2,14500,30,0,0,20,0
35-30-83-19,0653-001-001,58,NO,,,,,,,,,,,NO,,,,,YES,INSECTS,1,6500,20,0,0,10,0
42-93-81-17,0654-001-001,55,YES,700,350000,2,,2,,DUKANI/MCHUUZI,NDANI YA KIJIJI/MJI,DUKANI/MCHUUZI,NDANI YA KIJIJI/MJI,NO,,,,,NO,,,,500,0,0,250,0
42-93-81-17,0654-001-001,56,YES,20,15000,2,,2,,DUKANI/MCHUUZI,NDANI YA KIJIJI/MJI,DUKANI/MCHUUZI,NDANI YA KIJIJI/MJI,NO,,,,,YES,ROTTING,1,2000,9,0,0,0,0
42-93-81-17,0654-001-001,58,NO,,,,,,,,,,,NO,,,,,YES,ROTTING,1,5000,20,0,0,2,0
70-81-65-41,0654-001-002,55,YES,1870,468000,2,,2,,M/BIASHARA BINAFSI,NDANI YA KIJIJI/MJI,M/BIASHARA BINAFSI,NDANI YA KIJIJI/MJI,NO,,,,,NO,,,,1248,0,0,602,0
70-81-65-41,0654-001-002,56,NO,,,,,,,,,,,NO,,,,,NO,,,,60,0,0,65,0
18-25-55-05,0654-004-001,55,YES,120,60000,1,2,1,2,M/BIASHARA BINAFSI,KARIBU NA KIJIJI,M/BIASHARA BINAFSI,KARIBU NA KIJIJI,NO,,,,,NO,,,,120,0,0,0,0
43-17-73-10,0655-001-001,55,NO,,,,,,,,,,,NO,,,,,NO,,,,240,0,0,60,0
43-17-73-10,0655-001-001,59,YES,100,15000,1,2,1,2,M/BIASHARA BINAFSI,KARIBU NA KIJIJI,M/BIASHARA BINAFSI,KARIBU NA KIJIJI,NO,,,,,NO,,,,20,0,0,0,0
45-08-66-74,0657-001-001,55,NO,,,,,,,,,,,NO,,,,,NO,,,,120,0,0,0,0
45-08-66-74,0657-001-001,57,NO,,,,,,,,,,,NO,,,,,NO,,,,150,0,0,150,0
45-08-66-74,0657-001-001,58,NO,,,,,,,,,,,NO,,,,,NO,,,,200,0,0,0,0
80-11-06-01,0658-001-001,55,YES,960,160000,1,,1,,SOKO,KARIBU NA KIJIJI,SOKO,KARIBU NA KIJIJI,NO,,,,,NO,,,,720,0,0,0,0
80-11-06-01,0658-001-001,102,NO,,,,,,,,,,,NO,,,,,NO,,,,10,0,0,0,0
08-56-07-13,0661-002-001,53,NO,,,,,,,,,,,NO,,,,,NO,,,,20,0,0,40,0
08-56-07-13,0661-002-001,55,NO,,,,,,,,,,,NO,,,,,NO,,,,342,0,0,228,0
08-56-07-13,0661-002-001,57,NO,,,,,,,,,,,NO,,,,,NO,,,,100,0,0,200,0
08-56-07-13,0661-002-001,58,NO,,,,,,,,,,,NO,,,,,NO,,,,3,0,0,0,0
08-56-07-13,0661-002-001,101,NO,,,,,,,,,,,NO,,,,,NO,,,,10,0,0,10,0
51-15-35-70,0662-001-001,55,NO,,,,,,,,,,,NO,,,,,NO,,,,80,0,0,0,0
51-15-35-70,0662-001-001,56,NO,,,,,,,,,,,NO,,,,,NO,,,,15,0,0,3,0
51-15-35-70,0662-001-001,57,NO,,,,,,,,,,,NO,,,,,NO,,,,35,0,0,65,0
51-15-35-70,0662-001-001,63,NO,,,,,,,,,,,NO,,,,,NO,,,,25,0,0,15,0
51-15-35-70,0662-001-001,102,NO,,,,,,,,,,,NO,,,,,NO,,,,3,0,0,2,0
10-37-19-93,0662-002-002,55,NO,,,,,,,,,,,NO,,,,,NO,,,,750,0,0,250,0
10-37-19-93,0662-002-002,56,NO,,,,,,,,,,,NO,,,,,NO,,,,600,0,0,150,0
10-37-19-93,0662-002-002,58,NO,,,,,,,,,,,NO,,,,,NO,,,,150,0,0,50,0
74-94-37-74,0663-001-001,55,YES,4000,400000,1,6,1,6,GULIO,KARIBU NA KIJIJI,GULIO,KARIBU NA KIJIJI,NO,,,,,NO,,,,1600,0,0,2000,0
74-94-37-74,0663-001-001,56,NO,,,,,,,,,,,NO,,,,,NO,,,,150,0,0,150,0
69-75-97-36,0663-003-001,55,NO,,,,,,,,,,,NO,,,,,NO,,,,75,0,0,0,0
05-21-74-76,0664-001-001,55,YES,804,268000,1,,1,,M/BIASHARA BINAFSI,KARIBU NA KIJIJI,M/BIASHARA BINAFSI,KARIBU NA KIJIJI,NO,,,,,NO,,,,156,0,0,0,0
05-21-74-76,0664-001-001,57,YES,100,10000,2,,2,,DUKANI/MCHUUZI,NDANI YA KIJIJI/MJI,DUKANI/MCHUUZI,NDANI YA KIJIJI/MJI,NO,,,,,NO,,,,60,0,0,40,0
05-21-74-76,0664-001-001,85,NO,,,,,,,,,,,NO,,,,,NO,,,,40,0,0,0,0
99-47-56-63,0666-001-001,55,NO,,,,,,,,,,,NO,,,,,NO,,,,80,0,0,50,0
99-47-56-63,0666-001-001,57,NO,,,,,,,,,,,NO,,,,,NO,,,,70,0,0,280,0
99-47-56-63,0666-001-001,60,YES,65,5000,1,2,1,2,DUKANI/MCHUUZI,NDANI YA KIJIJI/MJI,DUKANI/MCHUUZI,NDANI YA KIJIJI/MJI,NO,,,,,NO,,,,80,0,0,65,0
99-47-56-63,0666-001-001,102,NO,,,,,,,,,,,NO,,,,,NO,,,,70,0,0,280,0
65-31-48-21,0666-003-001,55,NO,,,,,,,,,,,NO,,,,,NO,,,,9,0,0,0,0
96-55-31-90,0667-001-001,54,NO,,,,,,,,,,,NO,,,,,NO,,,,7,0,0,5,0
96-55-31-90,0667-001-001,55,NO,,,,,,,,,,,NO,,,,,NO,,,,40,0,0,80,0
96-55-31-90,0667-001-001,56,YES,280,20000,1,2,1,2,M/BIASHARA BINAFSI,KARIBU NA MJI,M/BIASHARA BINAFSI,KARIBU NA MJI,NO,,,,,NO,,,,10,0,0,30,0
96-55-31-90,0667-001-001,57,NO,,,,,,,,,,,NO,,,,,NO,,,,20,0,0,120,0
76-81-55-22,0669-001-001,55,NO,,,,,,,,,,,NO,,,,,NO,,,,30,0,0,20,0
76-81-55-22,0669-001-001,56,NO,,,,,,,,,,,NO,,,,,NO,,,,30,0,0,15,0
76-81-55-22,0669-001-001,64,NO,,,,,,,,,,,NO,,,,,NO,,,,15,0,0,5,0
28-61-27-79,0674-001-001,55,NO,,,,,,,,,,,NO,,,,,NO,,,,60,0,0,0,0
28-61-27-79,0674-001-001,56,NO,,,,,,,,,,,NO,,,,,NO,,,,40,0,0,40,0
28-61-27-79,0674-001-001,64,NO,,,,,,,,,,,NO,,,,,NO,,,,12,0,0,18,0
31-50-67-22,0675-001-001,55,YES,240,80000,1,2,1,2,DUKANI/MCHUUZI,KARIBU NA MJI,DUKANI/MCHUUZI,KARIBU NA MJI,NO,,,,,NO,,,,170,0,0,100,0
31-50-67-22,0675-001-001,57,YES,480,60000,1,2,1,2,DUKANI/MCHUUZI,KARIBU NA MJI,DUKANI/MCHUUZI,KARIBU NA MJI,NO,,,,,NO,,,,20,0,0,100,0
22-28-71-98,0675-001-004,57,NO,,,,,,,,,,,NO,,,,,NO,,,,15,0,0,25,0
